Bellevue_site, Date, Precipitation, Condition
XRDS,3/21/2005,0.080,
XRDS,3/22/2005,0.010,
XRDS,3/23/2005,0.000,
XRDS,3/24/2005,0.000,
XRDS,3/25/2005,0.000,
XRDS,3/26/2005,1.340,
XRDS,3/27/2005,1.010,
XRDS,3/28/2005,0.130,
XRDS,3/29/2005,0.670,
XRDS,3/30/2005,0.000,
XRDS,3/31/2005,0.170,
XRDS,4/1/2005,0.420,
XRDS,4/2/2005,0.050,
XRDS,4/3/2005,0.490,
XRDS,4/4/2005,0.140,
XRDS,4/5/2005,0.010,
XRDS,4/6/2005,0.010,
XRDS,4/7/2005,0.170,
XRDS,4/8/2005,0.000,
XRDS,4/9/2005,0.000,
XRDS,4/10/2005,0.210,
XRDS,4/11/2005,0.340,
XRDS,4/12/2005,0.010,
XRDS,4/13/2005,0.010,
XRDS,4/14/2005,0.120,
XRDS,4/15/2005,0.380,
XRDS,4/16/2005,0.970,
XRDS,4/17/2005,0.020,
XRDS,4/18/2005,0.000,
XRDS,4/19/2005,0.000,
XRDS,4/20/2005,0.000,
XRDS,4/21/2005,0.000,
XRDS,4/22/2005,0.000,
XRDS,4/23/2005,0.080,
XRDS,4/24/2005,0.030,
XRDS,4/25/2005,0.000,
XRDS,4/26/2005,0.000,
XRDS,4/27/2005,0.010,
XRDS,4/28/2005,0.170,
XRDS,4/29/2005,0.260,
XRDS,4/30/2005,0.080,
XRDS,5/1/2005,0.000,
XRDS,5/2/2005,0.050,
XRDS,5/3/2005,0.010,
XRDS,5/4/2005,0.060,
XRDS,5/5/2005,0.000,
XRDS,5/6/2005,0.000,
XRDS,5/7/2005,0.000,
XRDS,5/8/2005,0.140,
XRDS,5/9/2005,0.800,
XRDS,5/10/2005,0.240,
XRDS,5/11/2005,0.000,
XRDS,5/12/2005,0.000,
XRDS,5/13/2005,0.000,
XRDS,5/14/2005,0.140,
XRDS,5/15/2005,0.330,
XRDS,5/16/2005,0.140,
XRDS,5/17/2005,0.030,
XRDS,5/18/2005,0.590,
XRDS,5/19/2005,0.440,
XRDS,5/20/2005,0.220,
XRDS,5/21/2005,0.230,
XRDS,5/22/2005,0.010,
XRDS,5/23/2005,0.010,
XRDS,5/24/2005,0.000,
XRDS,5/25/2005,0.000,
XRDS,5/26/2005,0.000,
XRDS,5/27/2005,0.000,
XRDS,5/28/2005,0.000,
XRDS,5/29/2005,0.000,
XRDS,5/30/2005,0.000,
XRDS,5/31/2005,0.320,
XRDS,6/1/2005,0.050,
XRDS,6/2/2005,0.030,
XRDS,6/3/2005,0.010,
XRDS,6/4/2005,0.000,
XRDS,6/5/2005,0.090,
XRDS,6/6/2005,0.030,
XRDS,6/7/2005,0.030,
XRDS,6/8/2005,0.100,
XRDS,6/9/2005,0.000,
XRDS,6/10/2005,0.040,
XRDS,6/11/2005,0.240,
XRDS,6/12/2005,0.310,
XRDS,6/13/2005,0.080,
XRDS,6/14/2005,0.000,
XRDS,6/15/2005,0.020,
XRDS,6/16/2005,0.300,
XRDS,6/17/2005,0.370,
XRDS,6/18/2005,0.000,
XRDS,6/19/2005,0.000,
XRDS,6/20/2005,0.000,
XRDS,6/21/2005,0.010,
XRDS,6/22/2005,0.200,
XRDS,6/23/2005,0.000,
XRDS,6/24/2005,0.000,
XRDS,6/25/2005,0.000,
XRDS,6/26/2005,0.040,
XRDS,6/27/2005,0.170,
XRDS,6/28/2005,0.000,
XRDS,6/29/2005,0.010,
XRDS,6/30/2005,0.000,
XRDS,7/1/2005,0.000,
XRDS,7/2/2005,0.440,
XRDS,7/3/2005,0.000,
XRDS,7/4/2005,0.000,
XRDS,7/5/2005,0.230,
XRDS,7/6/2005,0.140,
XRDS,7/7/2005,0.000,
XRDS,7/8/2005,0.300,
XRDS,7/9/2005,0.000,
XRDS,7/10/2005,0.010,
XRDS,7/11/2005,0.010,
XRDS,7/12/2005,0.030,
XRDS,7/13/2005,0.000,
XRDS,7/14/2005,0.000,
XRDS,7/15/2005,0.030,
XRDS,7/16/2005,0.020,
XRDS,7/17/2005,0.000,
XRDS,7/18/2005,0.000,
XRDS,7/19/2005,0.000,
XRDS,7/20/2005,0.000,
XRDS,7/21/2005,0.000,
XRDS,7/22/2005,0.270,
XRDS,7/23/2005,0.000,
XRDS,7/24/2005,0.000,
XRDS,7/25/2005,0.000,
XRDS,7/26/2005,0.000,
XRDS,7/27/2005,0.000,
XRDS,7/28/2005,0.000,
XRDS,7/29/2005,0.000,
XRDS,7/30/2005,0.000,
XRDS,7/31/2005,0.000,
XRDS,8/1/2005,0.000,
XRDS,8/2/2005,0.000,
XRDS,8/3/2005,0.000,
XRDS,8/4/2005,0.000,
XRDS,8/5/2005,0.000,
XRDS,8/6/2005,0.000,
XRDS,8/7/2005,0.000,
XRDS,8/8/2005,0.000,
XRDS,8/9/2005,0.000,
XRDS,8/10/2005,0.000,
XRDS,8/11/2005,0.000,
XRDS,8/12/2005,0.000,
XRDS,8/13/2005,0.000,
XRDS,8/14/2005,0.000,
XRDS,8/15/2005,0.000,
XRDS,8/16/2005,0.000,
XRDS,8/17/2005,0.120,
XRDS,8/18/2005,0.010,
XRDS,8/19/2005,0.000,
XRDS,8/20/2005,0.000,
XRDS,8/21/2005,0.000,
XRDS,8/22/2005,0.000,
XRDS,8/23/2005,0.000,
XRDS,8/24/2005,0.000,
XRDS,8/25/2005,0.000,
XRDS,8/26/2005,0.000,
XRDS,8/27/2005,0.000,
XRDS,8/28/2005,0.160,
XRDS,8/29/2005,0.010,
XRDS,8/30/2005,0.000,
XRDS,8/31/2005,0.000,
XRDS,9/1/2005,0.000,
XRDS,9/2/2005,0.000,
XRDS,9/3/2005,0.000,
XRDS,9/4/2005,0.230,
XRDS,9/5/2005,0.010,
XRDS,9/6/2005,0.000,
XRDS,9/7/2005,0.000,
XRDS,9/8/2005,0.000,
XRDS,9/9/2005,0.050,
XRDS,9/10/2005,1.480,
XRDS,9/11/2005,0.000,
XRDS,9/12/2005,0.000,
XRDS,9/13/2005,0.000,
XRDS,9/14/2005,0.000,
XRDS,9/15/2005,0.000,
XRDS,9/16/2005,0.200,
XRDS,9/17/2005,0.000,
XRDS,9/18/2005,0.000,
XRDS,9/19/2005,0.000,
XRDS,9/20/2005,0.000,
XRDS,9/21/2005,0.000,
XRDS,9/22/2005,0.000,
XRDS,9/23/2005,0.000,
XRDS,9/24/2005,0.000,
XRDS,9/25/2005,0.000,
XRDS,9/26/2005,0.000,
XRDS,9/27/2005,0.000,
XRDS,9/28/2005,0.010,
XRDS,9/29/2005,0.290,
XRDS,9/30/2005,0.210,
XRDS,10/1/2005,0.560,
XRDS,10/2/2005,0.240,
XRDS,10/3/2005,0.020,
XRDS,10/4/2005,0.000,
XRDS,10/5/2005,0.000,
XRDS,10/6/2005,0.200,
XRDS,10/7/2005,0.000,
XRDS,10/8/2005,0.020,
XRDS,10/9/2005,0.000,
XRDS,10/10/2005,0.180,
XRDS,10/11/2005,0.000,
XRDS,10/12/2005,0.090,
XRDS,10/13/2005,0.030,
XRDS,10/14/2005,0.150,
XRDS,10/15/2005,0.120,
XRDS,10/16/2005,0.000,
XRDS,10/17/2005,0.000,
XRDS,10/18/2005,0.020,
XRDS,10/19/2005,0.090,
XRDS,10/20/2005,0.010,
XRDS,10/21/2005,0.000,
XRDS,10/22/2005,0.000,
XRDS,10/23/2005,0.190,
XRDS,10/24/2005,0.000,
XRDS,10/25/2005,0.080,
XRDS,10/26/2005,0.060,
XRDS,10/27/2005,0.030,
XRDS,10/28/2005,0.290,
XRDS,10/29/2005,0.060,
XRDS,10/30/2005,0.200,
XRDS,10/31/2005,0.680,
XRDS,11/1/2005,0.920,
XRDS,11/2/2005,0.200,
XRDS,11/3/2005,0.430,
XRDS,11/4/2005,0.320,
XRDS,11/5/2005,0.860,
XRDS,11/6/2005,0.010,
XRDS,11/7/2005,0.220,
XRDS,11/8/2005,0.010,
XRDS,11/9/2005,0.000,
XRDS,11/10/2005,0.110,
XRDS,11/11/2005,0.270,
XRDS,11/12/2005,0.010,
XRDS,11/13/2005,0.710,
XRDS,11/14/2005,0.040,
XRDS,11/15/2005,0.000,
XRDS,11/16/2005,0.000,
XRDS,11/17/2005,0.000,
XRDS,11/18/2005,0.000,
XRDS,11/19/2005,0.000,
XRDS,11/20/2005,0.010,
XRDS,11/21/2005,0.000,
XRDS,11/22/2005,0.010,
XRDS,11/23/2005,0.000,
XRDS,11/24/2005,0.050,
XRDS,11/25/2005,1.170,
XRDS,11/26/2005,0.050,
XRDS,11/27/2005,0.110,
XRDS,11/28/2005,0.000,
XRDS,11/29/2005,0.290,
XRDS,11/30/2005,0.040,
XRDS,12/1/2005,0.170,S
XRDS,12/2/2005,0.220,S
XRDS,12/3/2005,0.160,S
XRDS,12/4/2005,0.000,S
XRDS,12/5/2005,0.010,
XRDS,12/6/2005,0.010,
XRDS,12/7/2005,0.000,
XRDS,12/8/2005,0.000,
XRDS,12/9/2005,0.000,
XRDS,12/10/2005,0.000,
XRDS,12/11/2005,0.020,
XRDS,12/12/2005,0.020,
XRDS,12/13/2005,0.020,
XRDS,12/14/2005,0.010,
XRDS,12/15/2005,0.000,
XRDS,12/16/2005,0.010,
XRDS,12/17/2005,0.000,
XRDS,12/18/2005,0.000,
XRDS,12/19/2005,0.160,
XRDS,12/20/2005,0.400,
XRDS,12/21/2005,0.440,
XRDS,12/22/2005,0.620,
XRDS,12/23/2005,0.650,
XRDS,12/24/2005,1.000,
XRDS,12/25/2005,0.820,
XRDS,12/26/2005,0.500,
XRDS,12/27/2005,0.450,
XRDS,12/28/2005,0.330,
XRDS,12/29/2005,0.140,
XRDS,12/30/2005,0.870,
XRDS,12/31/2005,0.370,
XRDS,1/1/2006,0.140,
XRDS,1/2/2006,0.220,
XRDS,1/3/2006,0.140,
XRDS,1/4/2006,0.010,
XRDS,1/5/2006,1.360,
XRDS,1/6/2006,0.200,
XRDS,1/7/2006,0.390,
XRDS,1/8/2006,0.050,
XRDS,1/9/2006,1.080,
XRDS,1/10/2006,1.020,
XRDS,1/11/2006,0.130,
XRDS,1/12/2006,0.550,
XRDS,1/13/2006,0.450,
XRDS,1/14/2006,0.880,
XRDS,1/15/2006,0.000,
XRDS,1/16/2006,0.790,
XRDS,1/17/2006,0.170,
XRDS,1/18/2006,0.050,
XRDS,1/19/2006,0.130,
XRDS,1/20/2006,0.290,
XRDS,1/21/2006,0.130,
XRDS,1/22/2006,0.010,
XRDS,1/23/2006,0.000,
XRDS,1/24/2006,0.000,
XRDS,1/25/2006,0.200,
XRDS,1/26/2006,0.140,
XRDS,1/27/2006,0.110,
XRDS,1/28/2006,0.600,
XRDS,1/29/2006,1.150,
XRDS,1/30/2006,1.080,
XRDS,1/31/2006,0.290,
XRDS,2/1/2006,0.270,
XRDS,2/2/2006,0.480,
XRDS,2/3/2006,0.070,
XRDS,2/4/2006,0.620,
XRDS,2/5/2006,0.000,
XRDS,2/6/2006,0.000,
XRDS,2/7/2006,0.000,
XRDS,2/8/2006,0.210,
XRDS,2/9/2006,0.000,
XRDS,2/10/2006,0.000,
XRDS,2/11/2006,0.000,
XRDS,2/12/2006,0.000,
XRDS,2/13/2006,0.600,
XRDS,2/14/2006,0.090,
XRDS,2/15/2006,0.010,
XRDS,2/16/2006,0.000,
XRDS,2/17/2006,0.000,
XRDS,2/18/2006,0.000,
XRDS,2/19/2006,0.000,
XRDS,2/20/2006,0.000,
XRDS,2/21/2006,0.020,
XRDS,2/22/2006,0.040,
XRDS,2/23/2006,0.530,
XRDS,2/24/2006,0.010,
XRDS,2/25/2006,0.000,
XRDS,2/26/2006,0.030,
XRDS,2/27/2006,0.300,
XRDS,2/28/2006,0.640,
XRDS,3/1/2006,0.000,
XRDS,3/2/2006,0.150,
XRDS,3/3/2006,0.000,
XRDS,3/4/2006,0.000,
XRDS,3/5/2006,0.030,
XRDS,3/6/2006,0.050,
XRDS,3/7/2006,0.100,
XRDS,3/8/2006,0.530,
XRDS,3/9/2006,0.070,
XRDS,3/10/2006,0.060,
XRDS,3/11/2006,0.070,
XRDS,3/12/2006,0.010,
XRDS,3/13/2006,0.000,
XRDS,3/14/2006,0.030,
XRDS,3/15/2006,0.060,
XRDS,3/16/2006,0.130,
XRDS,3/17/2006,0.040,
XRDS,3/18/2006,0.020,
XRDS,3/19/2006,0.010,
XRDS,3/20/2006,0.000,
XRDS,3/21/2006,0.040,
XRDS,3/22/2006,0.230,
XRDS,3/23/2006,0.000,
XRDS,3/24/2006,0.510,
XRDS,3/25/2006,0.010,
XRDS,3/26/2006,0.000,
XRDS,3/27/2006,0.010,
XRDS,3/28/2006,0.160,
XRDS,3/29/2006,0.000,
XRDS,3/30/2006,0.000,
XRDS,3/31/2006,0.070,
XRDS,4/1/2006,0.200,
XRDS,4/2/2006,0.000,
XRDS,4/3/2006,0.190,
XRDS,4/4/2006,0.010,
XRDS,4/5/2006,0.000,
XRDS,4/6/2006,0.000,
XRDS,4/7/2006,0.000,
XRDS,4/8/2006,0.380,
XRDS,4/9/2006,0.060,
XRDS,4/10/2006,0.000,
XRDS,4/11/2006,0.010,
XRDS,4/12/2006,0.100,
XRDS,4/13/2006,0.310,
XRDS,4/14/2006,0.150,
XRDS,4/15/2006,0.330,
XRDS,4/16/2006,0.190,
XRDS,4/17/2006,0.000,
XRDS,4/18/2006,0.000,
XRDS,4/19/2006,0.000,
XRDS,4/20/2006,0.010,
XRDS,4/21/2006,0.350,
XRDS,4/22/2006,0.000,
XRDS,4/23/2006,0.000,
XRDS,4/24/2006,0.000,
XRDS,4/25/2006,0.000,
XRDS,4/26/2006,0.000,
XRDS,4/27/2006,0.000,
XRDS,4/28/2006,0.000,
XRDS,4/29/2006,0.600,
XRDS,4/30/2006,0.000,
XRDS,5/1/2006,0.190,
XRDS,5/2/2006,0.000,
XRDS,5/3/2006,0.000,
XRDS,5/4/2006,0.000,
XRDS,5/5/2006,0.000,
XRDS,5/6/2006,0.040,
XRDS,5/7/2006,0.090,
XRDS,5/8/2006,0.170,
XRDS,5/9/2006,0.000,
XRDS,5/10/2006,0.000,
XRDS,5/11/2006,0.000,
XRDS,5/12/2006,0.000,
XRDS,5/13/2006,0.000,
XRDS,5/14/2006,0.000,
XRDS,5/15/2006,0.000,
XRDS,5/16/2006,0.000,
XRDS,5/17/2006,0.000,
XRDS,5/18/2006,0.000,
XRDS,5/19/2006,0.070,
XRDS,5/20/2006,0.000,
XRDS,5/21/2006,0.070,
XRDS,5/22/2006,0.160,
XRDS,5/23/2006,0.330,
XRDS,5/24/2006,0.450,
XRDS,5/25/2006,0.080,
XRDS,5/26/2006,0.180,
XRDS,5/27/2006,0.950,
XRDS,5/28/2006,0.480,
XRDS,5/29/2006,0.010,
XRDS,5/30/2006,0.000,
XRDS,5/31/2006,0.040,
XRDS,6/1/2006,0.470,
XRDS,6/2/2006,0.280,
XRDS,6/3/2006,0.000,
XRDS,6/4/2006,0.620,
XRDS,6/5/2006,0.000,
XRDS,6/6/2006,0.000,
XRDS,6/7/2006,0.000,
XRDS,6/8/2006,0.100,
XRDS,6/9/2006,0.450,
XRDS,6/10/2006,0.010,
XRDS,6/11/2006,0.000,
XRDS,6/12/2006,0.260,
XRDS,6/13/2006,0.110,
XRDS,6/14/2006,0.010,
XRDS,6/15/2006,0.000,
XRDS,6/16/2006,0.130,
XRDS,6/17/2006,0.000,
XRDS,6/18/2006,0.000,
XRDS,6/19/2006,0.000,
XRDS,6/20/2006,0.000,
XRDS,6/21/2006,0.000,
XRDS,6/22/2006,0.000,
XRDS,6/23/2006,0.000,
XRDS,6/24/2006,0.000,
XRDS,6/25/2006,0.000,
XRDS,6/26/2006,0.000,
XRDS,6/27/2006,0.000,
XRDS,6/28/2006,0.000,
XRDS,6/29/2006,0.000,
XRDS,6/30/2006,0.000,
XRDS,7/1/2006,0.000,
XRDS,7/2/2006,0.000,
XRDS,7/3/2006,0.000,
XRDS,7/4/2006,0.000,
XRDS,7/5/2006,0.000,
XRDS,7/6/2006,0.000,
XRDS,7/7/2006,0.000,
XRDS,7/8/2006,0.000,
XRDS,7/9/2006,0.000,
XRDS,7/10/2006,0.000,
XRDS,7/11/2006,0.000,
XRDS,7/12/2006,0.010,
XRDS,7/13/2006,0.030,
XRDS,7/14/2006,0.000,
XRDS,7/15/2006,0.000,
XRDS,7/16/2006,0.000,
XRDS,7/17/2006,0.000,
XRDS,7/18/2006,0.000,
XRDS,7/19/2006,0.000,
XRDS,7/20/2006,0.000,
XRDS,7/21/2006,0.000,
XRDS,7/22/2006,0.000,
XRDS,7/23/2006,0.000,
XRDS,7/24/2006,0.000,
XRDS,7/25/2006,0.000,
XRDS,7/26/2006,0.000,
XRDS,7/27/2006,0.000,
XRDS,7/28/2006,0.000,
XRDS,7/29/2006,0.000,
XRDS,7/30/2006,0.110,
XRDS,7/31/2006,0.010,
XRDS,8/1/2006,0.000,
XRDS,8/2/2006,0.000,
XRDS,8/3/2006,0.000,
XRDS,8/4/2006,0.000,
XRDS,8/5/2006,0.000,
XRDS,8/6/2006,0.000,
XRDS,8/7/2006,0.000,
XRDS,8/8/2006,0.000,
XRDS,8/9/2006,0.030,
XRDS,8/10/2006,0.010,
XRDS,8/11/2006,0.000,
XRDS,8/12/2006,0.000,
XRDS,8/13/2006,0.000,
XRDS,8/14/2006,0.000,
XRDS,8/15/2006,0.000,
XRDS,8/16/2006,0.000,
XRDS,8/17/2006,0.000,
XRDS,8/18/2006,0.000,
XRDS,8/19/2006,0.000,
XRDS,8/20/2006,0.000,
XRDS,8/21/2006,0.000,
XRDS,8/22/2006,0.000,
XRDS,8/23/2006,0.000,
XRDS,8/24/2006,0.000,
XRDS,8/25/2006,0.000,
XRDS,8/26/2006,0.000,
XRDS,8/27/2006,0.000,
XRDS,8/28/2006,0.000,
XRDS,8/29/2006,0.120,
XRDS,8/30/2006,0.010,
XRDS,8/31/2006,0.010,
XRDS,9/1/2006,0.000,
XRDS,9/2/2006,0.000,
XRDS,9/3/2006,0.000,
XRDS,9/4/2006,0.000,
XRDS,9/5/2006,0.000,
XRDS,9/6/2006,0.000,
XRDS,9/7/2006,0.000,
XRDS,9/8/2006,0.000,
XRDS,9/9/2006,0.010,
XRDS,9/10/2006,0.000,
XRDS,9/11/2006,0.000,
XRDS,9/12/2006,0.000,
XRDS,9/13/2006,0.000,
XRDS,9/14/2006,0.500,
XRDS,9/15/2006,0.000,
XRDS,9/16/2006,0.010,
XRDS,9/17/2006,0.000,
XRDS,9/18/2006,0.510,
XRDS,9/19/2006,0.260,
XRDS,9/20/2006,0.260,
XRDS,9/21/2006,0.650,
XRDS,9/22/2006,0.010,
XRDS,9/23/2006,0.000,
XRDS,9/24/2006,0.000,
XRDS,9/25/2006,0.000,
XRDS,9/26/2006,0.000,
XRDS,9/27/2006,0.000,
XRDS,9/28/2006,0.000,
XRDS,9/29/2006,0.000,
XRDS,9/30/2006,0.000,
XRDS,10/1/2006,0.000,
XRDS,10/2/2006,0.000,
XRDS,10/3/2006,0.000,
XRDS,10/4/2006,0.000,
XRDS,10/5/2006,0.000,
XRDS,10/6/2006,0.090,
XRDS,10/7/2006,0.010,
XRDS,10/8/2006,0.000,
XRDS,10/9/2006,0.000,
XRDS,10/10/2006,0.000,
XRDS,10/11/2006,0.000,
XRDS,10/12/2006,0.010,
XRDS,10/13/2006,0.000,
XRDS,10/14/2006,0.030,
XRDS,10/15/2006,0.630,
XRDS,10/16/2006,0.130,
XRDS,10/17/2006,0.000,
XRDS,10/18/2006,0.330,
XRDS,10/19/2006,0.400,
XRDS,10/20/2006,0.000,
XRDS,10/21/2006,0.010,
XRDS,10/22/2006,0.000,
XRDS,10/23/2006,0.000,
XRDS,10/24/2006,0.710,
XRDS,10/25/2006,0.010,
XRDS,10/26/2006,0.000,
XRDS,10/27/2006,0.000,
XRDS,10/28/2006,0.000,
XRDS,10/29/2006,0.620,
XRDS,10/30/2006,0.020,
XRDS,10/31/2006,0.000,
XRDS,11/1/2006,0.000,
XRDS,11/2/2006,0.920,
XRDS,11/3/2006,0.620,
XRDS,11/4/2006,1.130,
XRDS,11/5/2006,0.570,
XRDS,11/6/2006,1.910,
XRDS,11/7/2006,1.050,
XRDS,11/8/2006,0.250,
XRDS,11/9/2006,0.400,
XRDS,11/10/2006,0.980,
XRDS,11/11/2006,0.170,
XRDS,11/12/2006,0.770,
XRDS,11/13/2006,0.300,
XRDS,11/14/2006,0.020,
XRDS,11/15/2006,0.750,
XRDS,11/16/2006,0.050,
XRDS,11/17/2006,0.000,
XRDS,11/18/2006,0.000,
XRDS,11/19/2006,0.500,
XRDS,11/20/2006,0.540,
XRDS,11/21/2006,0.900,
XRDS,11/22/2006,0.520,
XRDS,11/23/2006,0.330,
XRDS,11/24/2006,0.000,
XRDS,11/25/2006,0.060,
XRDS,11/26/2006,0.330,
XRDS,11/27/2006,0.190,
XRDS,11/28/2006,0.010,
XRDS,11/29/2006,0.000,
XRDS,11/30/2006,0.300,
XRDS,12/1/2006,0.020,
XRDS,12/2/2006,0.000,
XRDS,12/3/2006,0.000,
XRDS,12/4/2006,0.030,
XRDS,12/5/2006,0.000,
XRDS,12/6/2006,0.000,
XRDS,12/7/2006,0.000,
XRDS,12/8/2006,0.020,
XRDS,12/9/2006,0.120,
XRDS,12/10/2006,0.180,
XRDS,12/11/2006,1.170,
XRDS,12/12/2006,0.480,
XRDS,12/13/2006,0.340,
XRDS,12/14/2006,1.710,
XRDS,12/15/2006,0.090,
XRDS,12/16/2006,0.000,
XRDS,12/17/2006,0.000,
XRDS,12/18/2006,0.000,
XRDS,12/19/2006,0.090,
XRDS,12/20/2006,0.180,
XRDS,12/21/2006,0.670,
XRDS,12/22/2006,0.000,
XRDS,12/23/2006,0.460,
XRDS,12/24/2006,0.920,
XRDS,12/25/2006,0.160,
XRDS,12/26/2006,1.050,
XRDS,12/27/2006,0.700,
XRDS,12/28/2006,0.010,
XRDS,12/29/2006,0.000,
XRDS,12/30/2006,0.010,
XRDS,12/31/2006,0.000,
XRDS,1/1/2007,0.210,
XRDS,1/2/2007,1.020,
XRDS,1/3/2007,0.310,
XRDS,1/4/2007,0.120,
XRDS,1/5/2007,0.680,
XRDS,1/6/2007,0.150,
XRDS,1/7/2007,0.390,
XRDS,1/8/2007,0.030,
XRDS,1/9/2007,0.140,
XRDS,1/10/2007,0.040,
XRDS,1/11/2007,0.280,
XRDS,1/12/2007,0.040,
XRDS,1/13/2007,0.000,
XRDS,1/14/2007,0.050,
XRDS,1/15/2007,0.040,
XRDS,1/16/2007,0.130,
XRDS,1/17/2007,0.060,
XRDS,1/18/2007,0.200,
XRDS,1/19/2007,0.130,
XRDS,1/20/2007,0.000,
XRDS,1/21/2007,0.000,
XRDS,1/22/2007,0.010,
XRDS,1/23/2007,0.000,
XRDS,1/24/2007,0.000,
XRDS,1/25/2007,0.020,
XRDS,1/26/2007,0.000,
XRDS,1/27/2007,0.010,
XRDS,1/28/2007,0.000,
XRDS,1/29/2007,0.000,
XRDS,1/30/2007,0.010,
XRDS,1/31/2007,0.000,
XRDS,2/1/2007,0.000,
XRDS,2/2/2007,0.000,
XRDS,2/3/2007,0.140,
XRDS,2/4/2007,0.070,
XRDS,2/5/2007,0.010,
XRDS,2/6/2007,0.070,
XRDS,2/7/2007,0.060,
XRDS,2/8/2007,0.060,
XRDS,2/9/2007,0.040,
XRDS,2/10/2007,0.100,
XRDS,2/11/2007,0.210,
XRDS,2/12/2007,0.000,
XRDS,2/13/2007,0.020,
XRDS,2/14/2007,0.090,
XRDS,2/15/2007,0.080,
XRDS,2/16/2007,0.030,
XRDS,2/17/2007,0.150,
XRDS,2/18/2007,0.000,
XRDS,2/19/2007,0.560,
XRDS,2/20/2007,0.280,
XRDS,2/21/2007,0.000,
XRDS,2/22/2007,0.100,
XRDS,2/23/2007,0.020,
XRDS,2/24/2007,0.380,
XRDS,2/25/2007,0.170,
XRDS,2/26/2007,0.100,
XRDS,2/27/2007,0.080,
XRDS,2/28/2007,0.150,
XRDS,3/1/2007,0.020,
XRDS,3/2/2007,0.330,
XRDS,3/3/2007,0.150,
XRDS,3/4/2007,0.010,
XRDS,3/5/2007,0.040,
XRDS,3/6/2007,0.010,
XRDS,3/7/2007,0.250,
XRDS,3/8/2007,0.410,
XRDS,3/9/2007,0.030,
XRDS,3/10/2007,0.100,
XRDS,3/11/2007,0.550,
XRDS,3/12/2007,0.100,
XRDS,3/13/2007,0.000,
XRDS,3/14/2007,0.080,
XRDS,3/15/2007,0.030,
XRDS,3/16/2007,0.000,
XRDS,3/17/2007,0.240,
XRDS,3/18/2007,0.020,
XRDS,3/19/2007,0.390,
XRDS,3/20/2007,0.190,
XRDS,3/21/2007,0.010,
XRDS,3/22/2007,0.330,
XRDS,3/23/2007,0.130,
XRDS,3/24/2007,0.730,
XRDS,3/25/2007,0.280,
XRDS,3/26/2007,0.010,
XRDS,3/27/2007,0.270,
XRDS,3/28/2007,0.000,
XRDS,3/29/2007,0.000,
XRDS,3/30/2007,0.090,
XRDS,3/31/2007,0.290,
XRDS,4/1/2007,0.060,
XRDS,4/2/2007,0.010,
XRDS,4/3/2007,0.000,
XRDS,4/4/2007,0.000,
XRDS,4/5/2007,0.000,
XRDS,4/6/2007,0.000,
XRDS,4/7/2007,0.060,
XRDS,4/8/2007,0.150,
XRDS,4/9/2007,0.150,
XRDS,4/10/2007,0.020,
XRDS,4/11/2007,0.000,
XRDS,4/12/2007,0.000,
XRDS,4/13/2007,0.140,
XRDS,4/14/2007,0.190,
XRDS,4/15/2007,0.340,
XRDS,4/16/2007,0.040,
XRDS,4/17/2007,0.330,
XRDS,4/18/2007,0.650,
XRDS,4/19/2007,0.000,
XRDS,4/20/2007,0.000,
XRDS,4/21/2007,0.020,
XRDS,4/22/2007,0.010,
XRDS,4/23/2007,0.000,
XRDS,4/24/2007,0.040,
XRDS,4/25/2007,0.000,
XRDS,4/26/2007,0.020,
XRDS,4/27/2007,0.010,
XRDS,4/28/2007,0.000,
XRDS,4/29/2007,0.000,
XRDS,4/30/2007,0.160,
XRDS,5/1/2007,0.040,
XRDS,5/2/2007,0.300,
XRDS,5/3/2007,0.000,
XRDS,5/4/2007,0.340,
XRDS,5/5/2007,0.020,
XRDS,5/6/2007,0.000,
XRDS,5/7/2007,0.010,
XRDS,5/8/2007,0.000,
XRDS,5/9/2007,0.000,
XRDS,5/10/2007,0.000,
XRDS,5/11/2007,0.000,
XRDS,5/12/2007,0.000,
XRDS,5/13/2007,0.000,
XRDS,5/14/2007,0.000,
XRDS,5/15/2007,0.000,
XRDS,5/16/2007,0.000,
XRDS,5/17/2007,0.000,
XRDS,5/18/2007,0.010,
XRDS,5/19/2007,0.080,
XRDS,5/20/2007,0.340,
XRDS,5/21/2007,0.410,
XRDS,5/22/2007,0.050,
XRDS,5/23/2007,0.000,
XRDS,5/24/2007,0.000,
XRDS,5/25/2007,0.000,
XRDS,5/26/2007,0.000,
XRDS,5/27/2007,0.070,
XRDS,5/28/2007,0.000,
XRDS,5/29/2007,0.000,
XRDS,5/30/2007,0.000,
XRDS,5/31/2007,0.000,
XRDS,6/1/2007,0.000,
XRDS,6/2/2007,0.000,
XRDS,6/3/2007,0.000,
XRDS,6/4/2007,0.080,
XRDS,6/5/2007,0.010,
XRDS,6/6/2007,0.120,
XRDS,6/7/2007,0.000,
XRDS,6/8/2007,0.000,
XRDS,6/9/2007,0.230,
XRDS,6/10/2007,0.010,
XRDS,6/11/2007,0.000,
XRDS,6/12/2007,0.000,
XRDS,6/13/2007,0.000,
XRDS,6/14/2007,0.000,
XRDS,6/15/2007,0.150,
XRDS,6/16/2007,0.000,
XRDS,6/17/2007,0.010,
XRDS,6/18/2007,0.000,
XRDS,6/19/2007,0.000,
XRDS,6/20/2007,0.000,
